,a1,a2,a3,g1,g2,g3,y
10321,5.582445,9.392,2.982444,-0.8553941,-0.646659,-0.0941922,0
10322,1.237897,8.737304,3.106588,-0.7903842,-1.645582,-0.323597,0
10323,-3.560543,9.086532,2.778634,-0.8612434,-1.529947,-0.07960308,0
10324,-1.123163,8.91,1.570084,-0.957842,-1.007263,0.01228376,0
10325,-2.036888,7.906265,0.04272941,-1.183294,-1.118181,0.02409915,0
10326,-3.328708,8.671294,0.6948402,-1.432243,-0.7890657,0.2133085,0
10327,0.1191178,9.494542,1.88122,-1.755289,-0.1385511,0.3594933,0
10328,2.318252,9.459481,2.194428,-1.961036,-0.403346,0.3042646,0
10329,0.356533,9.44761,2.042659,-2.2599,-0.7041402,0.5048305,0
10330,-0.008369742,9.839351,2.781857,-2.441458,-0.4340871,0.7003307,0
10331,3.753843,12.51506,1.745198,-2.980104,-0.4701054,0.8714112,0
10332,1.280362,14.10624,0.1941509,-3.301298,-1.272429,0.783634,0
10333,8.427041,18.16265,-2.153631,-3.95102,-1.315593,0.6300715,0
10334,6.370453,22.48163,1.551838,-4.210968,-2.581348,0.1384021,0
10335,-12.07813,12.71686,15.51928,-3.868501,-4.499882,-0.0543936,0
10336,-9.863139,17.54337,14.99904,-3.540049,-1.751171,0.5381378,0
10337,-0.5266797,8.202088,14.50662,-1.228367,0.4561506,0.114283,0
10338,8.835434,2.634674,16.1102,-0.5835135,1.287872,-0.1419834,0
10339,6.325747,10.82466,8.924306,-0.2712954,0.7256206,-0.2531919,0
10340,-0.1740133,7.856423,9.958608,1.630147,0.111727,-0.7748975,0
10341,-0.5252183,1.972976,9.350734,3.178348,1.118396,-1.078236,0
10342,0.3761257,1.293002,9.078661,3.783568,1.711439,-0.9172281,0
10343,2.160966,1.343671,9.645459,4.976061,2.420498,-0.9529525,0
10344,2.857023,1.904036,10.32685,5.734563,2.437426,-0.8768946,0
10345,3.815529,1.63022,12.34838,6.652786,2.384073,-0.6571508,0
10346,3.515142,2.583467,14.49854,7.22484,2.252861,-0.3915981,0
10347,8.146124,3.799643,12.63102,8.259745,2.357509,-0.06512516,0
10348,10.24652,7.010024,11.90763,7.911784,1.850394,0.08227244,0
10349,3.461779,8.86727,6.463104,7.219651,0.09821118,-0.2903959,0
10350,11.68443,-2.329004,1.952704,6.123283,0.3540573,-0.8909654,0
10351,-4.797191,-16.07152,-12.89289,0.7141757,-3.683425,-1.111546,0
10352,-17.08164,-0.3180446,7.257464,-2.707073,-3.108063,-0.8299292,0
10353,-4.174648,37.95742,-2.229083,-3.678316,0.7909563,0.5271375,0
10354,-18.31986,12.53536,-0.9649307,-0.2307871,1.746931,-0.5269906,0
10355,12.78874,1.104458,11.95843,-3.242123,5.554288,2.542284,0
10356,16.37961,4.368251,12.1453,-3.653408,3.923737,1.155146,0
10357,7.811937,8.366398,8.531381,-2.650837,0.9842799,0.256284,0
10358,-4.149902,10.86445,12.86954,-2.547753,-0.8172234,-0.3168375,0
10359,1.696624,10.06454,8.838134,-1.98864,-0.8319983,-0.4855895,0
10360,3.476494,9.123766,6.875227,-1.610416,-1.224967,-0.2138801,0
10361,-2.575147,9.933293,6.479411,-1.382144,-1.039216,0.1437236,0
10362,-3.44036,8.08343,6.882415,-1.109668,-0.07183245,0.03422816,0
10363,2.83893,9.545252,5.405422,-1.039383,0.6515943,0.2268176,0
10364,8.526753,9.423117,3.191714,-0.9430947,0.08869801,0.1057306,0
10365,3.572319,9.553847,3.111105,-0.8469955,-2.297345,-0.4431437,0
10366,-5.30268,8.90202,3.724404,-0.8494218,-2.330304,-0.2691272,0
10367,-3.008002,8.385544,2.479936,-0.9828392,-0.9483418,0.02921908,0
10368,-0.9040918,9.201288,1.569472,-1.090485,-0.5334529,0.1542261,0
10369,-0.8374401,7.916381,0.2755298,-1.249034,-0.6597646,0.2305935,0
10370,-0.7282007,8.908876,0.7946096,-1.515887,-0.4972288,0.3479565,0
10371,-0.2629127,9.568252,2.595533,-1.914767,-0.309045,0.4902848,0
10372,1.039345,10.93656,1.812392,-2.16756,-0.3613424,0.5238801,0
10373,0.8089717,10.20882,1.461673,-2.525256,-0.2897268,0.883878,0
10374,2.433633,12.58386,1.767556,-2.977859,-0.3540371,1.046664,0
10375,1.133233,16.78302,-0.6769122,-3.511885,-1.171955,0.9844639,0
10376,5.583126,19.75469,-1.765787,-3.855255,-1.274294,0.9342463,0
10377,6.676274,26.47909,-0.545346,-4.206131,-3.141757,0.2099921,0
10378,-9.818374,15.00637,14.46375,-3.812088,-4.326241,-0.04353851,0
10379,-4.507143,17.14282,13.47353,-3.041196,-0.7374025,0.4304955,0
10380,2.269109,13.07649,12.96461,-1.72136,0.2141188,-0.03524502,0
10381,7.452696,2.238998,15.52008,-0.8453265,0.9748078,-0.3915827,0
10382,4.55655,8.726508,8.852909,-0.3997881,0.302196,-0.3584562,0
10383,-2.884311,6.507372,11.0554,2.111019,0.4301186,-1.199756,0
10384,-2.183499,2.737859,10.58906,3.113689,1.59252,-1.077164,0
10385,1.508961,1.126706,10.59849,4.265616,2.699806,-0.7855183,0
10386,2.884196,1.462934,10.40183,4.99364,2.998641,-0.7408651,0
10387,4.961709,0.8571884,11.72972,6.271982,2.691139,-0.4926196,0
10388,5.575929,0.9618575,12.42838,6.949487,2.21182,-0.3038279,0
10389,5.050707,3.983742,16.94324,7.808791,1.495817,-0.1199756,0
10390,7.443413,4.021041,12.12895,8.442759,1.325179,-0.1839798,0
10391,4.784175,7.35402,9.93598,7.799398,0.5671917,-0.3787128,0
10392,3.093032,9.633035,7.647324,6.808491,0.2978453,-0.6829204,0
10393,13.36866,-12.51944,-4.336403,3.839943,-1.032101,-1.610851,0
10394,-5.454103,-9.2558,-3.536763,-0.09319507,-3.982293,-1.098009,0
10395,-22.52265,5.520438,10.21547,-3.68359,-2.363058,-0.6180728,0
10396,-3.460183,38.66811,0.3875396,-4.124397,1.54468,0.8988478,0
10397,-9.275442,-3.685685,4.826853,-1.209126,3.689037,0.4645224,0
10398,15.99087,1.601046,9.103484,-3.199212,6.175949,2.578458,0
10399,16.13349,7.383742,12.67555,-3.010924,3.012482,0.8698345,0
10400,10.00663,11.61543,8.761152,-2.638383,1.325563,0.233715,0
10401,-3.520504,9.970063,12.80285,-2.341984,-1.604601,-0.6776502,0
10402,-1.912808,9.274198,9.145936,-1.932675,-1.217888,-0.5270417,0
10403,0.3598374,9.993709,5.88029,-1.502584,-1.075597,-0.05555135,0
10404,-1.503327,9.118439,5.772779,-1.282494,-0.7711075,0.0490952,0
10405,-1.029267,8.33712,5.45476,-1.132958,0.2122855,0.2200401,0
10406,1.911164,9.312341,4.890392,-1.131941,0.468138,0.2020814,0
10407,8.059824,9.346141,2.783334,-1.015484,-0.8757333,-0.1150703,0
10408,2.769352,8.854222,3.16788,-1.002792,-2.3555,-0.3819941,0
10409,-6.869518,9.045328,3.918794,-1.057954,-2.207055,-0.1279937,0
10410,-5.578017,9.259932,3.380901,-1.085702,-1.042297,0.1573563,0
10411,-0.8194303,8.752788,1.954183,-1.11074,-0.6133527,0.2652068,0
10412,-1.948841,7.808546,1.792136,-1.181156,-0.6331962,0.3016656,0
10413,1.136194,9.597163,1.753676,-1.568494,0.04498771,0.6220247,0
10414,1.154087,10.28535,1.100776,-1.803044,-0.1868117,0.6181642,0
10415,0.2238921,9.368389,1.222618,-2.237036,-0.3479898,0.8342849,0
10416,0.2530634,10.30568,2.19941,-2.62757,-0.186935,1.159063,0
10417,2.870181,11.92101,-0.2361661,-3.037482,-0.4861576,1.205076,0
10418,0.6158869,14.02477,-0.6131922,-3.579413,-1.203852,1.100896,0
10419,6.9136,18.12461,-2.396517,-4.09074,-1.205146,0.7690523,0
10420,5.767401,20.79641,0.02574901,-4.41798,-2.529927,0.2775958,0
10421,-12.32137,14.78696,15.21757,-3.780065,-3.705542,-0.008996213,0
10422,-8.729038,16.28971,15.15029,-3.120834,-1.027307,0.2769877,0
10423,4.346987,9.008946,13.53681,-1.712994,0.9473058,-0.1749707,0
10424,8.265162,6.466449,13.98018,-1.234779,1.215973,-0.258612,0
10425,1.648513,9.7713,9.09234,0.3055552,0.06620645,-0.6256482,0
10426,-3.670401,4.804755,11.64948,1.676115,0.5557054,-1.057227,0
10427,-1.970815,2.132569,10.62688,2.78003,2.228862,-0.7083401,0
10428,1.04448,2.301372,10.79321,3.666027,3.175175,-0.4897368,0
10429,3.13649,1.524817,11.51971,5.110273,3.647973,-0.2695247,0
10430,4.968115,1.301055,11.46105,5.889231,3.541566,-0.01437687,0
10431,8.555747,1.398254,10.53394,6.968509,2.389205,0.06957432,0
10432,8.587674,2.55275,12.65653,7.604095,1.457705,-0.1243006,0
10433,6.097552,3.871632,16.16339,8.196945,0.5309526,-0.3864808,0
10434,6.800803,3.761501,10.46478,7.863499,0.5406319,-0.5336714,0
10435,-0.8350205,6.096345,7.640883,6.766891,-0.4232553,-0.4798378,0
10436,-0.5359872,5.656334,10.88913,5.542094,0.5029858,-0.7393004,0
10437,5.809925,-12.43646,-13.93945,2.218811,-0.7206908,-0.8761346,0
10438,-7.442434,-4.421211,1.827837,-1.075838,-1.939329,-0.5831576,0
10439,-3.71135,34.89717,5.042675,-2.609093,-0.675293,-0.3488576,0
10440,-20.65606,11.81245,-1.580852,-0.7298806,0.7299632,-0.7441822,0
10441,5.80642,3.917307,10.7466,-3.318571,2.954315,1.565657,0
10442,10.01093,6.24573,11.03386,-3.916152,2.24145,0.8101696,0
10443,-0.3654153,2.314444,8.700415,-2.688207,0.2230113,0.3527331,0
10444,-7.518457,12.7139,13.57766,-2.818803,-0.1058461,0.02227388,0
10445,6.139875,12.94186,8.806721,-2.030584,0.70379,0.1033855,0
10446,9.066174,6.864733,6.179609,-1.528124,-0.5515586,-0.2211744,0
10447,-0.7832348,10.05723,6.174188,-1.350043,-1.37853,0.09611113,0
10448,-4.998827,7.316124,7.053031,-1.112635,-0.8134444,-0.2025363,0
10449,-0.08643001,10.04181,5.844502,-0.9413281,0.1966058,0.1016262,0
10450,6.029747,9.144144,3.453455,-0.8491471,-0.2257844,-0.0305961,0
10451,-1.224349,9.160885,3.48347,-0.7679191,-1.707532,-0.283597,0
10452,-4.421286,8.792029,3.347971,-0.7588473,-1.051296,-0.08274579,0
10453,0.8253364,9.08717,1.94655,-0.9373021,-0.289535,0.06834503,0
10454,2.046297,8.345925,0.9437032,-1.056287,-0.7215347,0.01134455,0
10455,-2.8187,7.886739,1.55783,-1.255704,-1.055759,0.05642106,0
10456,-2.039761,8.41022,2.164199,-1.448171,-0.6499798,0.1577007,0
10457,0.5703186,9.480098,1.960747,-1.71393,-0.295154,0.2968289,0
10458,-0.06858486,9.87214,2.324072,-1.925441,-0.5566357,0.2846347,0
10459,0.6242549,9.70109,2.141423,-2.191952,-0.6033366,0.4783903,0
10460,0.8029167,9.646895,2.844637,-2.435546,-0.5174701,0.6861979,0
10461,2.413753,11.62992,2.696236,-2.921616,-0.8117109,0.7937923,0
10462,0.2355632,13.23335,1.273325,-3.191189,-1.226887,0.8411327,0
10463,4.84993,16.15401,0.3656728,-3.689642,-1.324378,0.7039476,0
10464,10.27989,25.65374,-1.900095,-4.023341,-2.769284,0.2357218,0
10465,-11.93989,12.18018,16.02098,-3.666871,-4.450002,-0.1463954,0
10466,-10.16868,14.84709,14.75612,-3.562957,-2.220341,0.4763397,0
10467,0.2374252,13.16985,12.07487,-1.495754,0.5557688,0.1921338,0
10468,3.585285,5.745718,12.6567,-0.7866581,1.070418,-0.1259699,0
10469,8.89384,7.048271,9.831607,-0.740989,0.7124235,-0.3281156,0
10470,0.7507611,8.582609,9.242906,0.4293284,-0.0999704,-0.6499159,0
10471,-2.38,3.999642,9.628518,2.447335,0.6560424,-0.9277512,0
10472,-2.332329,2.014566,9.421172,3.387874,1.713011,-0.7382963,0
10473,1.232937,1.662819,9.59998,4.260374,2.753098,-0.5836167,0
10474,2.739626,1.871237,9.976788,5.039281,2.912104,-0.4658219,0
10475,5.190457,0.8894042,10.78495,6.104046,2.62798,-0.09713895,0
10476,6.943746,3.676894,10.77425,6.83371,1.886642,0.03416495,0
10477,4.042814,3.256112,14.90928,7.63995,1.053608,-0.185755,0
10478,4.414564,5.329682,16.29687,8.05354,1.173838,-0.1854156,0
10479,7.968602,7.689238,9.117691,7.098677,0.6050279,-0.005136596,0
10480,5.526129,8.201265,7.778705,6.542506,-0.4526812,-0.3270522,0
10481,6.727657,-4.523887,0.5984561,4.614267,-0.8636746,-1.157385,0
10482,-6.705727,-12.81478,-11.05774,0.6707224,-2.719636,-0.9245846,0
10483,-12.145,6.243565,5.825107,-3.267344,-1.474892,-0.6850002,0
10484,-2.624336,34.39418,0.7490821,-2.846703,0.2992014,0.1014746,0
10485,2.194928,4.981231,-0.5871861,-2.343673,2.809932,0.8006908,0
10486,9.477578,3.974804,8.776778,-3.42737,3.040667,1.256069,0
10487,5.378541,6.240993,11.22701,-2.930995,1.018203,0.6001347,0
10488,-7.578841,7.035289,13.37839,-2.806284,-0.05056987,0.08886717,0
10489,-4.162803,14.20417,12.84673,-2.391875,0.792664,0.1113793,0
10490,7.369418,8.712002,7.167336,-1.709982,0.3380124,-0.1185579,0
10491,3.940067,9.294511,5.893626,-1.494691,-1.143716,0.07435803,0
10492,-0.5548819,10.25971,6.293844,-1.177392,-0.9208372,-0.08763683,0
10493,-1.758054,9.062329,6.378789,-1.171441,0.01736782,-0.1224709,0
10494,3.715293,9.490908,4.674946,-1.00241,0.1765137,0.0183052,0
10495,5.112641,9.709765,3.322058,-0.8725658,-1.569079,-0.3789399,0
10496,-2.661189,8.951981,3.881671,-0.8020772,-1.925619,-0.3473498,0
10497,-3.233029,8.6211,3.54335,-0.915064,-0.5204196,0.0014348,0
10498,0.2464715,9.286404,2.75983,-1.033239,-0.3642669,0.07902979,0
10499,-0.2718304,7.704247,1.047061,-1.151139,-1.028436,0.003132758,0
10500,-2.40399,8.591552,1.514239,-1.354137,-0.9060712,0.1267146,0
10501,-0.4994707,9.476227,2.065328,-1.68056,-0.2800955,0.2847683,0
10502,1.028839,9.850566,2.225839,-1.888017,-0.4075803,0.2805421,0
10503,1.009386,10.4389,0.8291813,-2.23506,-0.5184577,0.5123866,0
10504,0.03893671,8.804939,1.735747,-2.480729,-0.3899404,0.7109251,0
10505,2.502361,12.90764,2.251259,-3.05423,-0.6611082,0.8554203,0
10506,-0.2458871,15.31691,-0.53,-3.411261,-1.19848,0.9175664,0
10507,6.271182,16.70484,-0.4852256,-3.919744,-1.311851,0.7648616,0
10508,11.43091,27.97941,-2.372357,-4.204843,-3.040162,0.3468235,0
10509,-15.6167,14.05692,15.42284,-3.590207,-4.613258,0.009183062,0
10510,-10.2966,14.94947,14.3478,-3.243016,-1.205149,0.9282944,0
10511,2.590659,11.01279,12.11456,-1.069181,1.362221,0.01848808,0
10512,5.798132,2.517064,14.767,-0.9004761,1.61286,-0.2590867,0
10513,7.879465,10.14726,8.459634,-0.1468345,0.1165193,-0.501702,0
10514,-0.4486205,8.242707,9.938519,1.360071,-0.3881013,-1.018439,0
10515,-2.267175,2.174569,9.982661,3.151873,0.8176097,-1.143567,0
10516,-1.265612,1.789548,9.859069,3.896378,1.728432,-0.9304047,0
10517,1.860961,1.348197,10.13276,5.087756,2.316936,-0.7656259,0
10518,2.895739,1.583975,10.79971,5.8949,2.311542,-0.5393063,0
10519,3.803906,1.028087,12.52953,6.837109,2.002186,-0.3169804,0
10520,3.382984,1.743781,14.29401,7.448701,1.738163,-0.1287944,0
10521,4.064534,4.032302,16.77291,8.477697,1.851414,0.04765692,0
10522,6.441327,6.202862,12.73124,8.079296,1.467974,0.1887417,0
10523,4.888935,10.22126,7.806341,7.194152,0.4597815,-0.07927693,0
10524,15.82475,-3.410167,4.115647,5.582959,0.1800344,-1.079586,0
10525,5.282091,-17.69791,-15.20791,0.111179,-4.597835,-1.353515,0
10526,-17.49732,5.421764,7.869533,-2.789802,-3.66626,-1.144611,0
10527,-19.17782,34.81967,-0.08279964,-0.8024647,0.9849323,-0.3135652,0
10528,4.799347,5.635261,-3.832948,-2.995196,5.420845,1.92798,0
10529,16.48857,4.875235,17.02477,-4.299982,3.958064,1.171933,0
10530,14.48625,6.409308,14.4461,-3.441966,1.340733,0.6822353,0
10531,-8.14026,7.044307,15.33355,-3.113168,-0.8273357,-0.437605,0
10532,0.6847167,16.40984,11.57926,-2.380771,-0.4771685,-0.1960008,0
10533,6.204903,9.010163,7.127587,-1.520504,-1.341774,-0.5218603,0
10534,-0.7052078,8.821361,6.317271,-1.538787,-1.631354,0.1081544,0
10535,-6.45951,6.036106,7.995616,-1.198765,-0.1044004,-0.06349197,0
10536,-0.9434484,10.15004,6.789972,-1.137492,0.7624995,0.1317207,0
10537,7.74817,9.610504,3.930252,-0.786843,-0.5590341,-0.09090648,0
10538,3.095218,9.140059,4.141492,-0.7276552,-2.10026,-0.3888046,0
10539,-4.823618,8.752599,3.676365,-0.7044528,-1.40945,-0.1583483,0
10540,-3.572045,8.895235,3.383742,-0.8671769,-0.5317137,0.03007755,0
10541,1.21746,8.602531,0.5349283,-1.014111,-0.7933282,0.07040253,0
10542,-1.256291,7.474913,0.1732457,-1.18736,-1.061098,0.1344813,0
10543,-2.89039,8.67421,1.038553,-1.558442,-0.4451022,0.3197648,0
10544,0.656844,10.10843,1.94616,-1.758677,-0.1170426,0.4286134,0
10545,2.742729,10.56128,1.581928,-2.133414,-0.2988397,0.5882203,0
10546,1.647271,10.27516,1.380685,-2.414828,-0.423703,0.6809001,0
10547,0.1876943,9.734782,1.611469,-2.774446,-0.3161916,0.9745708,0
10548,2.572046,12.06677,1.120669,-3.23915,-0.5191274,1.065106,0
10549,2.421371,15.66436,0.1832355,-3.732642,-1.202418,0.9944871,0
10550,12.27438,22.65875,-3.085206,-4.343285,-2.127338,0.5902867,0
10551,-0.7384751,20.39976,6.099022,-3.909961,-4.765298,0.06223383,0
10552,-17.32894,13.96851,16.85705,-3.617033,-3.711016,0.5984367,0
10553,-4.721759,16.3617,12.68354,-2.160305,1.037942,0.8819213,0
10554,2.747143,11.49837,13.17931,-0.6955459,1.881881,0.08894471,0
10555,11.75913,5.939093,13.70139,-0.6957202,1.849331,0.05655441,0
10556,4.227794,10.45448,9.197686,0.3839858,0.3213988,-0.2536306,0
10557,-0.4813904,5.567737,10.93759,2.703056,0.2940822,-1.034943,0
10558,-0.6483699,1.750345,10.07703,3.729409,1.060695,-1.005854,0
10559,1.533243,1.520361,9.560862,4.678668,1.897275,-0.8588554,0
10560,2.3,1.735807,10.0893,5.545991,1.99541,-0.8553006,0
10561,3.459778,0.425746,11.52721,6.591745,1.943638,-0.7350273,0
10562,3.90631,1.222638,12.67094,7.255173,1.860043,-0.5997077,0
10563,3.898286,3.528998,16.63655,8.136269,1.963139,-0.3511175,0
10564,7.265144,5.502594,11.79626,8.210298,2.0568,-0.1874859,0
10565,4.511082,7.03532,8.521338,7.511211,0.5792291,-0.4025755,0
10566,3.707703,9.748755,9.227898,6.348739,0.6683372,-0.8024878,0
10567,11.50545,-15.03622,-8.953144,2.529263,-2.142853,-1.60386,0
10568,-11.50333,-10.00365,-1.790276,-1.490328,-4.156275,-1.229989,0
10569,-23.12297,2.528613,13.15517,-4.409252,0.04100678,0.3382916,0
10570,4.573555,38.9,1.14988,-1.875369,3.259484,0.6543708,0
10571,2.744848,-4.110732,1.485937,-1.726778,4.890058,0.8471462,0
10572,22.2604,3.745713,12.87318,-3.548343,4.784752,2.101871,0
10573,9.623811,5.194912,12.01321,-3.438007,1.647328,0.186305,0
10574,1.299665,9.434906,13.98597,-3.523176,-0.1034908,-0.268255,0
10575,3.591314,10.96888,11.58512,-2.155203,-1.459906,-1.104211,0
10576,3.651608,5.606276,9.415591,-1.783026,-2.3815,-0.5704682,0
10577,-5.139278,9.053925,8.990379,-1.321766,-1.755889,-0.2661904,0
10578,-8.859263,7.093375,8.992576,-1.432086,0.1350073,0.043912,0
10579,5.262649,9.622144,5.871984,-1.082746,1.013332,0.04895113,0
10580,8.841247,9.618342,5.249788,-0.9972607,-0.7419198,-0.2667396,0
10581,-0.6793848,8.838462,4.780308,-0.7660161,-2.154943,-0.4569328,0
10582,-4.655846,8.723639,5.212149,-0.8231902,-1.509533,-0.2615085,0
10583,-1.687168,9.249416,3.906785,-0.8395165,-0.9640984,-0.1355721,0
10584,0.6748347,9.052116,1.972196,-0.9302476,-1.090597,-0.05544401,0
10585,-2.916394,7.178186,0.9381814,-1.177815,-1.135243,0.09068769,0
10586,-2.66757,8.618217,0.7676251,-1.467214,-0.5368245,0.3350727,0
10587,2.319317,10.55804,-0.1326707,-1.872497,-0.3461345,0.447258,0
10588,0.312348,9.565225,0.8420646,-2.149982,-0.680547,0.4575641,0
10589,-1.279009,9.477134,-0.05544167,-2.522206,-0.647765,0.7010668,0
10590,-0.1405074,8.989005,-0.2624593,-3.126521,-0.3215024,1.099741,0
10591,3.45499,13.78904,-0.1947093,-3.62012,-0.540104,1.049252,0
10592,7.525474,18.28557,0.02556931,-4.138368,-1.159871,0.7896765,0
10593,7.681693,27.06699,1.447765,-4.571738,-2.953677,0.1502006,0
10594,-14.95947,14.36237,17.98991,-4.156819,-4.747882,-0.2304309,0
10595,-9.357322,15.21377,18.06827,-3.676148,-1.229259,0.6854378,0
10596,4.075634,13.71508,12.85193,-2.111357,0.7589871,0.3028797,0
10597,10.65396,2.693956,17.1773,-0.8917681,0.6860015,-0.5091768,0
10598,5.600102,9.229075,10.03094,-0.8418784,0.1845351,-0.6674962,0
10599,-2.310471,7.753774,10.62777,1.31432,-0.8431491,-1.525279,0
10600,-2.609811,2.642248,10.14995,2.681369,0.234635,-1.648415,0
10601,-0.4036868,1.143591,9.649218,3.960068,1.938543,-1.190921,0
10602,1.872231,1.742221,9.844998,4.737752,2.668655,-1.011448,0
10603,3.02384,0.391352,11.07422,5.742878,2.784991,-0.8754595,0
10604,3.660418,0.6541872,11.65853,6.362466,2.791944,-0.5973818,0
10605,4.110663,1.860377,16.17275,7.495022,2.546227,-0.2097612,0
10606,5.804509,2.707348,15.82899,8.256725,2.45038,-0.003628232,0
10607,9.646296,5.889873,12.30947,8.260121,1.965255,0.2311877,0
10608,3.954174,8.129968,7.446386,7.856338,0.5533443,-0.03614833,0
10609,9.736986,-2.313532,1.308662,5.795208,0.1740886,-1.111287,0
10610,8.265185,-17.83107,-10.94733,2.529284,-2.172061,-1.801314,0
10611,-20.44501,-2.388212,9.010361,-2.654648,-3.786598,-1.23082,0
10612,-9.985495,34.65174,4.0252,-4.298364,-1.12899,-0.2354638,0
10613,-14.52991,10.13423,-2.693775,0.0540938,3.869497,-0.1546313,0
10614,18.02141,-0.07829119,10.61129,-3.023781,7.34292,2.528188,0
10615,17.97837,3.801441,11.82161,-3.89593,3.922165,1.2158,0
10616,6.787308,4.45398,9.560748,-3.247689,1.100867,0.1291774,0
10617,-1.758709,15.85707,15.52931,-3.176112,-1.175482,-0.6544134,0
10618,4.952432,8.969229,11.95884,-2.227049,-1.147343,-0.89,0
10619,-0.6692231,10.85524,8.941696,-1.774484,-1.969008,0.2070988,0
10620,-6.910974,7.020642,9.722376,-1.269806,-1.426142,-0.155685,0
10621,-0.48555,10.39821,7.840136,-1.10443,1.016264,0.06284071,0
10622,11.00656,8.48375,5.680939,-0.8838941,0.6875054,0.02494761,0
10623,-0.08051742,9.651023,4.844789,-0.6032021,-1.9559,-0.4970279,0
10624,-3.642207,8.730431,4.473022,-0.5287928,-1.818819,-0.401067,0
10625,0.03596871,9.321748,2.895118,-0.6956872,-0.9883097,-0.2542601,0
10626,0.4812952,7.846529,0.9213346,-0.7342706,-1.174686,-0.2369758,0
10627,-3.567824,6.807591,0.8516508,-1.022317,-1.590039,-0.1549528,0
10628,-4.96302,7.361897,1.761267,-1.257006,-1.211894,0.02103176,0
10629,0.5257131,9.594044,1.148551,-1.615809,-0.4038714,0.32571,0
10630,1.432512,9.790823,1.015255,-1.84805,-0.4982989,0.3875012,0
10631,0.9033806,10.15369,1.096463,-2.210769,-0.6438704,0.5007038,0
10632,-0.4481574,9.359539,1.30734,-2.526127,-0.5337801,0.7532808,0
10633,3.191473,12.69521,0.657945,-3.087048,-0.4317603,1.069387,0
10634,0.9712392,13.95126,-0.2593232,-3.416839,-0.923069,0.9520461,0
10635,11.94988,17.73755,-2.05104,-4.00585,-1.172981,0.8651943,0
10636,10.9173,23.50285,-1.482,-4.547157,-3.069962,0.2497348,0
10637,-15.8039,14.4481,17.97434,-3.957551,-4.870687,-0.05160197,0
10638,-8.448238,19.13867,16.57446,-3.62728,-1.837588,0.7112315,0
10639,2.515621,11.9912,14.0278,-1.283731,1.22935,0.2186032,0
10640,8.942419,2.018538,18.76564,-0.5781771,1.567827,-0.1676655,0
10641,6.620554,10.4642,9.522847,-0.3434894,0.4850655,-0.4167006,0
10642,-0.9129436,6.836212,11.00646,1.406142,-0.5072054,-0.9625519,0
10643,-1.925258,1.820668,9.986464,3.336721,0.5514291,-1.185606,0
10644,-0.9287744,0.4783809,9.27035,4.135865,1.586897,-0.9101085,0
10645,1.486514,1.002792,9.983769,5.077673,2.484452,-0.7694951,0
10646,2.748226,0.5227857,10.92825,5.904362,2.664943,-0.6150506,0
10647,4.908101,0.4526356,12.48527,6.919073,2.672675,-0.2522362,0
10648,5.069723,1.484713,16.37455,7.581267,2.376425,-0.07374646,0
10649,6.554344,3.861732,12.35556,8.385605,2.10333,0.07876298,0
10650,9.569404,4.663527,12.47126,8.377653,1.615027,0.05373362,0
10651,7.787367,7.730797,9.779818,7.207251,-0.3417297,-0.4972684,0
10652,13.73811,-2.651244,-0.473179,5.283529,-0.8715909,-1.720794,0
10653,-6.015938,-14.23553,-7.22006,0.5713355,-4.927284,-1.691388,0
10654,-14.40077,-2.854616,7.232823,-2.638054,-5.031328,-1.495648,0
10655,-14.04303,22.85244,6.658962,-4.809273,-0.8120944,0.2295549,0
10656,-32.9668,24.7623,2.847475,-0.6855663,-0.1773497,-1.075584,0
10657,-4.464509,-9.885413,14.08626,-2.635364,7.735671,3.32205,0
10658,30.62459,-0.6070405,10.98748,-4.041944,8.740984,2.638489,0
10659,16.364,12.30423,13.00343,-4.147848,3.684915,0.5577794,0
10660,16.6113,20.19857,13.13003,-3.453804,0.7772719,0.2841621,0
10661,4.595291,0.7082918,12.20751,-2.072334,-3.704021,-1.443174,0
10662,-5.474512,10.57212,11.61649,-1.923332,-4.054258,-0.4527166,0
10663,-10.6474,8.778749,11.40243,-1.352495,-2.288571,-0.2906478,0
10664,-5.805949,10.8125,9.873376,-1.341514,0.3737058,0.2614786,0
10665,9.79883,9.209629,5.156505,-0.8293684,1.305323,0.2118643,0
10666,8.262081,9.478016,5.30499,-0.6810827,-0.8961712,-0.145976,0
10667,-2.32041,8.715958,5.357427,-0.4900123,-2.110121,-0.2688573,0
10668,-3.16643,8.751381,5.433335,-0.4918548,-1.793021,-0.1822091,0
10669,-0.840994,9.139812,3.197504,-0.5635414,-1.154358,0.005893061,0
10670,0.4098784,8.763538,0.6839034,-0.6774133,-1.227264,0.1517216,0
10671,-2.601328,7.035448,0.6474081,-0.950041,-1.219959,0.2454884,0
10672,-2.543849,8.521116,0.7197676,-1.285551,-0.6987908,0.48655,0
10673,2.240781,9.325405,0.6020125,-1.644494,-0.3155084,0.6351398,0
10674,0.464198,9.491111,0.8022716,-1.960595,-0.4570965,0.7169809,0
10675,-1.448025,8.227966,0.5620982,-2.399591,-0.2073793,1.096832,0
10676,2.015822,10.42766,0.276318,-2.859669,0.08506795,1.394507,0
10677,2.863234,14.91063,-0.9566013,-3.450619,-0.5329193,1.149654,0
10678,5.718818,17.80852,-1.921891,-3.868528,-1.235191,1.006028,0
